from,to,result,result_description
Kinetic,Mechanical,Kármán Vortex Street,"A repeating pattern of swirling vortices caused by the unsteady separation of flow of a fluid over bluff bodies. It is responsible for such phenomena as the 'singing' of suspended telephone or power lines, the vibration of a car antenna at certain speeds."
Kinetic,Mechanical,Kelvin-Helmholtz Instability,"A fluid interface that can occur when there is velocity shear in a single continuous fluid, or where there is a velocity difference across the interface between two fluids. An example is wind blowing over water: The instability manifests in waves on the water surface. More generally, clouds, the ocean, Saturn's bands, and the sun's corona show this instability."
Kinetic,Mechanical,Lever,A rigid object that is used with an appropriate fulcrum or pivot point to multiply the mechanical force that can be applied to another object.
Kinetic,Mechanical,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Kinetic,Mechanical,Magnus Effect,"The phenomenon whereby a spinning object flying in a fluid creates a whirlpool of fluid around itself, and experiences a force perpendicular to the line of motion and away from the direction of spin. The overall behaviour is similar to that around an aerofoil with a circulation which is generated by the mechanical rotation, rather than by aerofoil action."
Kinetic,Mechanical,Mechanical Advantage,"Force amplification achieved by using a tool, mechanical device or machine system. Ideally, the device preserves the input power and simply trades off forces against movement to obtain a desired amplification in the output force."
Kinetic,Mechanical,Moment of Inertia,"(or mass moment of inertia, rotational inertia, polar moment of inertia of mass, or the angular mass). The inertia of a rotating body with respect to its rotation. The moment of inertia plays much the same role in rotational dynamics as mass does in linear dynamics,"
Kinetic,Mechanical,Non-Newtonian Fluids,"Fluids whose flow properties are not described by a single constant value of viscosity. In a non-Newtonian fluid, the relation between the shear stress and the strain rate is nonlinear, and can even be time-dependent. Therefore a constant coefficient of viscosity can not be defined. A ratio between shear stress and rate of strain (or shear-dependent viscosity) can be defined, this being more useful for fluids without time-dependent behavior."
Kinetic,Mechanical,Oblique Shock Wave,"A shock wave inclined with respect to the incident upstream flow direction. Occurs when a supersonic flow encounters a corner that effectively turns the flow into itself and compresses. Can be made by placing a wedge into supersonic, compressible flow. Consists of a very thin region across which nearly discontinuous changes in the thermodynamic properties of a gas occur."
Kinetic,Mechanical,Pascal's Law,(or the Principle of transmission of fluid-pressure) Pressure exerted anywhere in a confined incompressible fluid is transmitted equally in all directions throughout the fluid such that the pressure ratio (initial difference) remains same.
Kinetic,Mechanical,Poisson's Effect,"When a material is compressed in one direction, it usually tends to expand in the other two directions perpendicular to the direction of compression."
Kinetic,Mechanical,Precession,A change in the direction of the axis of a rotating object. There are two types of precession: torque-free and torque-induced. Torque-free precession occurs when the axis of rotation differs slightly from an axis about which the object can rotate stably. Torque-induced precession (gyroscopic precession) is the phenomenon in which the axis of a spinning object (e.g. a part of a gyroscope) 'wobbles' when a torque is applied to it.
Kinetic,Mechanical,Pressure Drop,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point. Rapid pressure drop is a useful technique for applying force or breaking objects apart.
Kinetic,Mechanical,Pressure Gradient,A fluid (gas or liquid) subject to a pressure gradient results in a net force that is directed from high to low pressure (the 'pressure gradient force').
Kinetic,Mechanical,Pressure Increase,Pressure is an effect which occurs when a force is applied on a surface. Pressure is transmitted to solid boundaries or across arbitrary sections of fluid normal to these boundaries or sections at every point.
Kinetic,Mechanical,Pressurisation,"The application of pressure in a given situation or environment; and more specifically refers to the process by which atmospheric pressure is maintained in an isolated or semi-isolated atmospheric environment (for instance, in an aircraft, or whilst scuba diving)."
Kinetic,Mechanical,Pseudoelasticity,"(or superelasticity) An elastic (impermanent) response to relatively high stress caused by a phase transformation between the austenitic and martensitic phases of a crystal. Exhibited in Shape memory alloys. Superelastic alloys belong to the larger family of shape memory alloys. Unlike shape-memory alloys, no change in temperature is needed for the alloy to recover its initial shape."
